,year,price,mileage,engine_size,Automatic,Manual,Other,Semi-Auto,Diesel,Hybrid,fuel_type_Other,Petrol
526,2016,17699,15511,2.0,0,0,0,1,0,0,0,1
527,2017,18495,41857,21.0,0,0,0,1,1,0,0,0
528,2019,28995,4099,15.0,0,0,0,1,0,0,0,1
529,2016,14495,50995,16.0,1,0,0,0,1,0,0,0
530,2014,13950,45527,21.0,0,0,0,1,1,0,0,0
531,2014,12750,74000,21.0,0,0,0,1,1,0,0,0
532,2016,19495,45907,21.0,1,0,0,0,0,1,0,0
533,2016,18995,38305,21.0,0,0,0,1,1,0,0,0
534,2018,19950,33082,21.0,0,0,0,1,1,0,0,0
535,2017,19498,22424,21.0,0,0,0,1,1,0,0,0
536,2014,16360,46425,21.0,0,0,0,1,1,0,0,0
537,2017,16767,24425,21.0,1,0,0,0,1,0,0,0
538,2014,10190,62448,21.0,0,0,0,1,1,0,0,0
539,2018,19298,39383,2.0,0,0,0,1,0,1,0,0
540,2015,15998,32023,21.0,0,0,0,1,1,0,0,0
541,2016,15998,25202,16.0,0,0,0,1,1,0,0,0
542,2017,24698,28631,21.0,0,0,0,1,1,0,0,0
543,2016,14398,29002,21.0,0,0,0,1,1,0,0,0
544,2014,15998,66140,21.0,0,0,0,1,1,0,0,0
545,2018,19950,33082,21.0,0,0,0,1,1,0,0,0
546,2014,11149,39173,21.0,0,0,0,1,1,0,0,0
547,2018,17990,27000,2.0,0,0,0,1,0,0,0,1
548,2017,16490,17000,21.0,0,0,0,1,1,0,0,0
549,2017,18450,35000,2.0,0,0,0,1,0,1,0,0
550,2015,11850,39877,21.0,0,0,0,1,1,0,0,0
551,2017,16350,14893,16.0,0,0,0,1,1,0,0,0
552,2015,10477,81816,2.0,0,0,0,1,0,0,0,1
553,2018,18998,15408,2.0,0,0,0,1,0,0,0,1
554,2016,15870,40998,21.0,1,0,0,0,1,0,0,0
555,2016,16700,23539,21.0,1,0,0,0,1,0,0,0
556,2017,19502,37293,2.0,0,0,0,1,0,0,0,1
557,2019,28332,7866,2.0,1,0,0,0,1,0,0,0
558,2016,17992,14160,21.0,0,0,0,1,1,0,0,0
559,2019,49280,962,4.0,1,0,0,0,0,0,0,1
560,2019,28810,2695,2.0,1,0,0,0,1,0,0,0
561,2019,30000,7311,2.0,1,0,0,0,0,0,0,1
562,2015,17901,9601,2.0,0,0,0,1,0,0,0,1
563,2017,19971,28735,21.0,0,0,0,1,1,0,0,0
564,2018,26281,10997,21.0,0,0,0,1,1,0,0,0
565,2017,17791,20392,21.0,0,0,0,1,1,0,0,0
566,2016,16998,59208,21.0,1,0,0,0,0,1,0,0
567,2014,14498,39442,21.0,0,0,0,1,1,0,0,0
568,2016,16998,35721,21.0,0,0,0,1,1,0,0,0
569,2015,16990,7976,2.0,1,0,0,0,0,0,0,1
570,2016,19798,29643,21.0,0,0,0,1,1,0,0,0
571,2016,16998,21967,2.0,0,0,0,1,0,0,0,1
572,2017,16750,20000,21.0,0,0,0,1,1,0,0,0
573,2015,12880,32786,21.0,0,0,0,1,1,0,0,0
574,2017,18660,23257,21.0,0,0,0,1,1,0,0,0
575,2016,17990,59625,21.0,0,0,0,1,1,0,0,0
576,2018,25882,12145,21.0,1,0,0,0,1,0,0,0
577,2019,29046,5971,2.0,1,0,0,0,1,0,0,0
578,2019,26256,14895,2.0,0,0,0,1,1,0,0,0
579,2017,20498,5630,16.0,0,0,0,1,1,0,0,0
580,2013,11298,37964,16.0,0,0,0,1,0,0,0,1
581,2017,16500,14077,21.0,0,0,0,1,1,0,0,0
582,2014,16990,40000,2.0,0,0,0,1,0,0,0,1
583,2017,25232,15104,21.0,1,0,0,0,1,0,0,0
584,2018,30022,6061,2.0,1,0,0,0,1,0,0,0
585,2016,15952,34327,21.0,1,0,0,0,1,0,0,0
586,2015,15542,49436,21.0,0,0,0,1,1,0,0,0
587,2019,39995,4604,3.0,0,0,0,1,0,0,0,1
588,2019,25995,10085,2.0,0,0,0,1,1,0,0,0
589,2019,26995,5745,2.0,0,0,0,1,0,0,0,1
590,2016,17950,20005,21.0,1,0,0,0,1,0,0,0
591,2017,15267,25820,2.0,0,1,0,0,0,0,0,1
592,2016,18247,16975,2.0,1,0,0,0,0,1,0,0
593,2016,15067,21553,16.0,0,1,0,0,1,0,0,0
594,2015,13917,43097,2.0,1,0,0,0,0,0,0,1
595,2015,15990,26400,2.0,1,0,0,0,0,0,0,1
596,2016,18833,17593,21.0,1,0,0,0,1,0,0,0
597,2019,28980,8501,2.0,1,0,0,0,1,0,0,0
598,2020,28220,4501,16.0,0,0,0,1,1,0,0,0
599,2017,23572,18495,21.0,1,0,0,0,1,0,0,0
600,2017,14702,52207,2.0,0,1,0,0,0,0,0,1
601,2019,20495,13742,2.0,0,0,0,1,1,0,0,0
602,2016,18495,30000,21.0,0,0,0,1,0,1,0,0
603,2017,15495,31070,2.0,0,1,0,0,0,0,0,1
604,2017,30995,22191,3.0,1,0,0,0,0,0,0,1
605,2017,25995,20875,21.0,1,0,0,0,1,0,0,0
606,2019,23995,15280,15.0,0,0,0,1,0,0,0,1
607,2019,25495,631,21.0,0,0,0,1,1,0,0,0
608,2019,26495,3918,2.0,0,0,0,1,1,0,0,0
609,2016,17995,33000,21.0,0,0,0,1,1,0,0,0
610,2017,20981,7693,2.0,0,1,0,0,0,0,0,1
611,2019,33530,6780,3.0,1,0,0,0,0,0,0,1
612,2017,22532,20150,2.0,0,0,0,1,0,0,0,1
613,2019,27036,10415,2.0,1,0,0,0,1,0,0,0
614,2019,30236,7831,2.0,1,0,0,0,0,0,0,1
615,2018,25298,8702,2.0,0,0,0,1,0,0,0,1
616,2017,25498,6067,21.0,1,0,0,0,1,0,0,0
617,2016,21698,15804,2.0,0,0,0,1,0,1,0,0
618,2015,15790,19830,2.0,0,0,0,1,0,0,0,1
619,2017,33000,10439,3.0,0,0,0,1,0,0,0,1
620,2016,16998,13795,16.0,0,0,0,1,1,0,0,0
621,2017,20612,27526,21.0,0,0,0,1,1,0,0,0
622,2016,18211,16206,21.0,0,0,0,1,1,0,0,0
623,2019,49780,5654,4.0,1,0,0,0,0,0,0,1
624,2016,26495,22456,3.0,0,0,0,1,0,0,0,1
625,2017,20680,22486,21.0,0,0,0,1,1,0,0,0
626,2017,16299,30612,21.0,1,0,0,0,1,0,0,0
627,2019,27998,10134,2.0,0,0,0,1,1,0,0,0
628,2017,18240,44118,2.0,0,0,0,1,0,1,0,0
629,2017,22792,11163,2.0,0,0,0,1,0,0,0,1
630,2019,24000,7286,15.0,0,0,0,1,0,0,0,1
631,2019,30980,3402,15.0,0,0,0,1,0,0,0,1
632,2017,18231,20185,2.0,0,0,0,1,0,0,0,1
633,2014,14601,60000,21.0,0,0,0,1,1,0,0,0
634,2019,28887,9985,2.0,1,0,0,0,1,0,0,0
635,2018,23247,10137,21.0,1,0,0,0,1,0,0,0
636,2017,22720,14161,21.0,1,0,0,0,1,0,0,0
637,2017,18115,20846,2.0,0,0,0,1,0,0,0,1
638,2019,28429,5866,16.0,0,0,0,1,1,0,0,0
639,2020,32480,16,2.0,0,0,0,1,1,0,0,0
640,2019,41500,3805,3.0,0,0,0,1,0,0,0,1
641,2016,20480,20169,21.0,0,0,0,1,1,0,0,0
642,2016,21000,22156,21.0,0,0,0,1,1,0,0,0
643,2019,45980,3830,3.0,0,0,0,1,0,0,0,1
644,2019,20980,4908,15.0,0,0,0,1,0,0,0,1
645,2016,19750,25000,21.0,0,0,0,1,1,0,0,0
646,2020,39995,5000,15.0,0,0,0,1,0,0,0,1
647,2020,37995,5000,15.0,0,0,0,1,0,0,0,1
648,2020,69995,250,4.0,0,0,0,1,0,0,0,1
649,2020,31995,5000,16.0,0,0,0,1,1,0,0,0
650,2019,38995,12357,3.0,0,0,0,1,0,0,0,1
651,2019,59995,1400,4.0,0,0,0,1,0,0,0,1
652,2017,15280,27832,16.0,0,1,0,0,1,0,0,0
653,2017,35420,24057,4.0,0,0,0,1,0,0,0,1
654,2017,17980,38609,21.0,0,0,0,1,1,0,0,0
655,2016,16890,60677,21.0,0,0,0,1,1,0,0,0
656,2020,36990,2151,2.0,0,0,0,1,0,0,0,1
657,2016,14750,28612,21.0,1,0,0,0,1,0,0,0
658,2016,20365,21430,2.0,0,0,0,1,0,0,0,1
659,2016,21505,16703,21.0,1,0,0,0,1,0,0,0
660,2018,24791,16052,2.0,0,0,0,1,0,0,0,1
661,2015,16581,23985,21.0,0,0,0,1,1,0,0,0
662,2019,27810,6621,2.0,1,0,0,0,1,0,0,0
663,2018,28750,7140,2.0,1,0,0,0,1,0,0,0
664,2017,26790,4910,2.0,1,0,0,0,0,0,0,1
665,2016,17981,10581,16.0,0,0,0,1,1,0,0,0
666,2019,29890,1646,2.0,1,0,0,0,0,0,0,1
667,2019,24980,15000,16.0,1,0,0,0,1,0,0,0
668,2015,19990,12469,21.0,0,0,0,1,1,0,0,0
669,2019,25980,13624,15.0,0,0,0,1,0,0,0,1
670,2019,24980,2072,2.0,0,0,0,1,0,0,0,1
671,2016,20995,19805,21.0,1,0,0,0,1,0,0,0
672,2017,21630,21994,21.0,1,0,0,0,1,0,0,0
673,2014,12262,39547,21.0,0,0,0,1,1,0,0,0
674,2020,29880,3000,2.0,0,0,0,1,1,0,0,0
675,2016,22790,9600,2.0,0,0,0,1,0,0,0,1
676,2016,16657,24247,21.0,0,0,0,1,1,0,0,0
677,2019,27480,10100,2.0,1,0,0,0,1,0,0,0
678,2019,20980,12794,2.0,0,0,0,1,1,0,0,0
679,2016,18280,36946,21.0,0,0,0,1,1,0,0,0
680,2019,26480,11487,2.0,0,0,0,1,1,0,0,0
681,2018,21000,16424,21.0,0,0,0,1,1,0,0,0
682,2019,27980,9731,2.0,0,0,0,1,1,0,0,0
683,2019,28480,13435,2.0,0,0,0,1,1,0,0,0
684,2018,24480,10859,21.0,0,0,0,1,1,0,0,0
685,2019,24980,4444,15.0,0,0,0,1,0,0,0,1
686,2015,17790,8726,21.0,1,0,0,0,1,0,0,0
687,2015,14690,68647,21.0,0,0,0,1,1,0,0,0
688,2018,22991,7615,21.0,0,0,0,1,1,0,0,0
689,2017,20150,40993,21.0,0,0,0,1,1,0,0,0
690,2019,28290,2300,2.0,1,0,0,0,1,0,0,0
691,2017,20091,24991,21.0,0,0,0,1,1,0,0,0
692,2016,17498,63507,21.0,0,0,0,1,0,1,0,0
693,2015,10998,92589,21.0,0,1,0,0,1,0,0,0
694,2016,15798,41279,21.0,0,0,0,1,1,0,0,0
695,2017,16495,25656,16.0,0,0,0,1,1,0,0,0
696,2019,41070,7969,3.0,1,0,0,0,0,0,0,1
697,2016,17822,19682,21.0,0,0,0,1,1,0,0,0
698,2019,43990,3318,2.0,1,0,0,0,0,1,0,0
699,2019,38610,6249,3.0,1,0,0,0,0,0,0,1
700,2019,34990,3196,16.0,1,0,0,0,1,0,0,0
701,2017,20022,35214,21.0,0,0,0,1,1,0,0,0
702,2017,17313,14364,2.0,1,0,0,0,0,0,0,1
703,2017,24352,8884,21.0,1,0,0,0,1,0,0,0
704,2017,18372,26508,2.0,0,0,0,1,0,0,0,1
705,2015,16592,25230,21.0,0,0,0,1,1,0,0,0
706,2019,22156,15179,15.0,1,0,0,0,0,0,0,1
707,2017,17282,27107,21.0,0,0,0,1,1,0,0,0
708,2019,31716,9785,2.0,0,0,0,1,1,0,0,0
709,2017,22852,21750,21.0,0,0,0,1,1,0,0,0
710,2015,15212,36120,21.0,0,0,0,1,1,0,0,0
711,2016,20092,25803,21.0,0,0,0,1,1,0,0,0
712,2017,23572,18495,21.0,1,0,0,0,1,0,0,0
713,2019,28896,6765,2.0,1,0,0,0,1,0,0,0
714,2019,30516,5465,2.0,1,0,0,0,0,0,0,1
715,2019,23206,9150,2.0,1,0,0,0,1,0,0,0
716,2019,27826,6522,2.0,1,0,0,0,0,0,0,1
717,2016,25532,15129,2.0,1,0,0,0,0,0,0,1
718,2018,25812,11451,21.0,0,0,0,1,1,0,0,0
719,2018,22480,10339,21.0,0,0,0,1,1,0,0,0
720,2015,10397,79881,21.0,0,1,0,0,1,0,0,0
721,2017,33202,21524,3.0,1,0,0,0,0,0,0,1
722,2018,27622,8984,15.0,0,0,0,1,0,0,0,1
723,2015,12672,44121,21.0,0,1,0,0,1,0,0,0
724,2015,13898,17426,2.0,0,1,0,0,0,0,0,1
725,2017,18498,42100,2.0,0,0,0,1,0,1,0,0
726,2019,24998,12999,2.0,0,0,0,1,1,0,0,0
727,2016,16009,39924,16.0,1,0,0,0,1,0,0,0
728,2017,13980,21300,2.0,0,1,0,0,0,0,0,1
729,2017,14980,45034,21.0,0,1,0,0,1,0,0,0
730,2017,18830,42437,2.0,0,0,0,1,0,1,0,0
731,2017,19250,30796,2.0,0,0,0,1,0,1,0,0
732,2014,13251,56219,21.0,0,0,0,1,1,0,0,0
733,2015,13390,88218,21.0,1,0,0,0,0,1,0,0
734,2017,17230,33538,2.0,0,0,0,1,0,0,0,1
735,2019,28480,15160,15.0,0,0,0,1,0,0,0,1
736,2019,29480,10844,2.0,0,0,0,1,0,0,0,1
737,2019,42000,3864,3.0,0,0,0,1,0,0,0,1
738,2019,50981,7721,3.0,1,0,0,0,0,0,0,1
739,2015,17712,22958,16.0,0,0,0,1,1,0,0,0
740,2019,39290,4651,3.0,0,0,0,1,0,0,0,1
741,2017,27462,13258,2.0,1,0,0,0,0,0,0,1
742,2020,39981,4065,2.0,0,0,0,1,1,0,0,0
743,2017,34981,28174,4.0,0,0,0,1,0,0,0,1
744,2018,19902,45734,21.0,0,0,0,1,1,0,0,0
745,2019,31040,4511,2.0,0,0,0,1,1,0,0,0
746,2019,20482,14061,15.0,0,0,0,1,0,0,0,1
747,2019,26056,10096,15.0,0,0,0,1,0,0,0,1
748,2015,10610,83047,16.0,0,1,0,0,1,0,0,0
749,2017,14965,40623,16.0,0,0,0,1,1,0,0,0
750,2016,19490,26900,21.0,0,0,0,1,1,0,0,0
751,2016,14700,59023,16.0,1,0,0,0,1,0,0,0
752,2016,13200,52684,16.0,0,1,0,0,1,0,0,0
753,2014,13100,78845,21.0,0,0,0,1,1,0,0,0
754,2013,10404,42477,16.0,0,0,0,1,0,0,0,1
755,2017,24998,15754,21.0,0,0,0,1,1,0,0,0
756,2019,23991,9179,2.0,0,0,0,1,1,0,0,0
757,2017,23981,55381,21.0,0,0,0,1,1,0,0,0
758,2016,14981,35000,16.0,0,0,0,1,1,0,0,0
759,2014,15981,49552,21.0,0,0,0,1,1,0,0,0
760,2018,25302,17933,21.0,0,0,0,1,1,0,0,0
761,2017,34981,22056,3.0,0,0,0,1,0,0,0,1
762,2017,16481,43678,21.0,0,0,0,1,1,0,0,0
763,2019,59830,6234,4.0,1,0,0,0,0,0,0,1
764,2016,17902,29607,16.0,0,0,0,1,1,0,0,0
765,2019,29592,7325,2.0,1,0,0,0,0,0,0,1
766,2017,18970,19858,16.0,1,0,0,0,1,0,0,0
767,2016,21870,7576,21.0,0,0,0,1,1,0,0,0
768,2015,16260,18025,21.0,0,0,0,1,1,0,0,0
769,2015,15480,35223,21.0,0,1,0,0,1,0,0,0
770,2019,24980,11589,15.0,0,0,0,1,0,0,0,1
771,2019,29000,6349,15.0,0,0,0,1,0,0,0,1
772,2019,23980,5164,15.0,0,0,0,1,0,0,0,1
773,2019,25980,14284,2.0,0,0,0,1,1,0,0,0
774,2019,25980,15070,2.0,0,0,0,1,1,0,0,0
775,2019,29500,6936,2.0,0,0,0,1,0,0,0,1
776,2017,18480,33105,21.0,0,0,0,1,1,0,0,0
777,2018,27980,12173,2.0,0,0,0,1,1,0,0,0
778,2019,24980,4238,15.0,0,0,0,1,0,0,0,1
779,2019,29980,8709,2.0,0,0,0,1,1,0,0,0
780,2016,19000,28632,21.0,0,0,0,1,1,0,0,0
781,2020,28490,16388,2.0,0,0,0,1,1,0,0,0
782,2017,16791,45624,21.0,0,0,0,1,1,0,0,0
783,2016,17148,34794,21.0,1,0,0,0,1,0,0,0
784,2016,17491,33532,21.0,0,0,0,1,1,0,0,0
785,2019,28480,8900,2.0,1,0,0,0,1,0,0,0
786,2019,28990,5904,2.0,1,0,0,0,1,0,0,0
787,2019,35740,20016,3.0,0,0,0,1,0,0,0,1
788,2019,28351,555,2.0,1,0,0,0,1,0,0,0
789,2018,28652,8928,15.0,1,0,0,0,0,0,0,1
790,2017,21991,20249,21.0,0,0,0,1,1,0,0,0
791,2017,49991,26000,4.0,1,0,0,0,0,0,0,1
792,2020,33111,4000,2.0,0,0,0,1,1,0,0,0
793,2019,34070,14413,2.0,1,0,0,0,1,0,0,0
794,2018,23022,8890,2.0,1,0,0,0,1,0,0,0
795,2019,53991,8011,3.0,1,0,0,0,0,0,0,1
796,2017,20836,20742,21.0,1,0,0,0,0,1,0,0
797,2019,26530,3995,16.0,1,0,0,0,1,0,0,0
798,2019,25830,6516,16.0,1,0,0,0,1,0,0,0
799,2016,18340,43650,21.0,0,1,0,0,1,0,0,0
800,2017,20340,34611,21.0,0,0,0,1,1,0,0,0
801,2017,19980,38515,21.0,0,0,0,1,1,0,0,0
802,2019,26550,4001,2.0,1,0,0,0,1,0,0,0
803,2018,21430,7011,16.0,0,0,0,1,1,0,0,0
804,2018,24810,20496,21.0,0,0,0,1,1,0,0,0
805,2020,28590,1501,16.0,0,0,0,1,1,0,0,0
806,2015,13500,37020,16.0,0,0,0,1,1,0,0,0
807,2015,17000,17222,2.0,1,0,0,0,0,0,0,1
808,2014,16964,20281,21.0,1,0,0,0,1,0,0,0
809,2018,22680,20039,21.0,1,0,0,0,1,0,0,0
810,2017,18995,40400,2.0,0,0,0,1,0,1,0,0
811,2017,16995,24844,16.0,0,0,0,1,1,0,0,0
812,2017,13610,32783,2.0,0,1,0,0,0,0,0,1
813,2016,16000,19019,16.0,0,1,0,0,1,0,0,0
814,2020,31480,9,2.0,0,0,0,1,1,0,0,0
815,2017,21000,19566,21.0,0,0,0,1,1,0,0,0
816,2019,31980,3986,2.0,0,0,0,1,1,0,0,0
817,2019,31000,3144,2.0,0,0,0,1,1,0,0,0
818,2017,17480,11906,21.0,0,0,0,1,1,0,0,0
819,2019,31980,16,15.0,0,0,0,1,0,0,0,1
820,2019,44980,4887,3.0,0,0,0,1,0,0,0,1
821,2019,31480,3229,2.0,0,0,0,1,1,0,0,0
822,2019,30480,6646,2.0,0,0,0,1,1,0,0,0
823,2019,35980,3566,2.0,0,0,0,1,1,0,0,0
824,2019,29980,16,16.0,0,0,0,1,1,0,0,0
825,2020,32980,16,2.0,0,0,0,1,1,0,0,0
826,2019,38500,3999,3.0,0,0,0,1,0,0,0,1
827,2017,19480,31822,2.0,0,0,0,1,0,1,0,0
828,2019,66990,9625,4.0,1,0,0,0,0,0,0,1
829,2017,25172,30525,2.0,1,0,0,0,0,0,0,1
830,2019,28466,3074,15.0,1,0,0,0,0,0,0,1
831,2019,30572,5524,15.0,1,0,0,0,0,0,0,1
832,2019,29782,7859,2.0,1,0,0,0,0,0,0,1
833,2019,27066,6655,2.0,1,0,0,0,0,0,0,1
834,2019,20676,14163,2.0,1,0,0,0,1,0,0,0
835,2019,24306,15253,2.0,0,0,0,1,1,0,0,0
836,2015,17682,27852,21.0,0,0,0,1,1,0,0,0
837,2018,29532,7809,2.0,0,0,0,1,1,0,0,0
838,2017,20480,12283,21.0,0,0,0,1,1,0,0,0
839,2019,28980,3695,2.0,0,0,0,1,1,0,0,0
840,2019,19980,14269,15.0,0,0,0,1,0,0,0,1
841,2017,17980,32259,21.0,0,0,0,1,1,0,0,0
842,2019,28480,4665,2.0,0,0,0,1,0,0,0,1
843,2017,24880,14843,21.0,1,0,0,0,1,0,0,0
844,2020,35980,9,2.0,0,0,0,1,1,0,0,0
845,2020,32480,16,2.0,0,0,0,1,1,0,0,0
846,2020,22980,16,16.0,0,1,0,0,0,0,0,1
847,2020,31980,16,2.0,0,0,0,1,1,0,0,0
848,2020,31980,16,2.0,0,0,0,1,1,0,0,0
849,2019,31480,16,2.0,0,0,0,1,1,0,0,0
850,2019,29980,16,15.0,0,0,0,1,0,0,0,1
851,2019,35980,9,2.0,0,0,0,1,1,0,0,0
852,2019,31980,9,2.0,0,0,0,1,1,0,0,0
853,2019,29980,5428,2.0,0,0,0,1,1,0,0,0
854,2020,33980,16,2.0,0,0,0,1,1,0,0,0
855,2020,29980,9,15.0,0,0,0,1,0,0,0,1
856,2017,19980,16624,21.0,0,0,0,1,1,0,0,0
857,2019,33980,9,2.0,0,0,0,1,1,0,0,0
858,2019,31980,9,2.0,0,0,0,1,1,0,0,0
859,2019,27500,5866,15.0,0,0,0,1,0,0,0,1
860,2019,26000,9180,2.0,0,0,0,1,1,0,0,0
861,2019,31980,16,2.0,0,0,0,1,1,0,0,0
862,2019,30980,4288,16.0,0,0,0,1,1,0,0,0
863,2019,35980,1844,2.0,0,0,0,1,1,0,0,0
864,2019,32980,16,15.0,0,0,0,1,0,0,0,1
865,2019,36980,9,2.0,1,0,0,0,1,0,0,0
866,2019,20980,14694,15.0,0,0,0,1,0,0,0,1
867,2019,20980,13137,15.0,0,0,0,1,0,0,0,1
868,2017,15980,34692,21.0,0,1,0,0,1,0,0,0
869,2018,27980,13199,2.0,0,0,0,1,1,0,0,0
870,2019,29980,4616,2.0,0,0,0,1,1,0,0,0
871,2019,29980,9227,2.0,0,0,0,1,1,0,0,0
872,2017,17280,42294,21.0,0,0,0,1,1,0,0,0
873,2019,27980,14742,2.0,0,0,0,1,1,0,0,0
874,2018,25480,9830,15.0,0,0,0,1,0,0,0,1
875,2019,27000,10368,2.0,0,0,0,1,1,0,0,0
876,2019,20980,11412,2.0,0,0,0,1,1,0,0,0
877,2019,19980,15057,21.0,0,0,0,1,1,0,0,0
878,2018,29480,8228,2.0,0,0,0,1,1,0,0,0
879,2017,45480,11018,4.0,0,0,0,1,0,0,0,1
880,2019,24980,6784,15.0,0,0,0,1,0,0,0,1
881,2019,24980,5453,15.0,0,0,0,1,0,0,0,1
882,2019,26500,3341,15.0,0,0,0,1,0,0,0,1
883,2019,24000,5207,15.0,0,0,0,1,0,0,0,1
884,2019,29500,10939,15.0,0,0,0,1,0,0,0,1
885,2019,32980,7255,2.0,0,0,0,1,1,0,0,0
886,2017,23980,15902,21.0,1,0,0,0,1,0,0,0
887,2019,28980,16543,2.0,0,0,0,1,0,0,0,1
888,2019,19980,13891,15.0,0,0,0,1,0,0,0,1
889,2019,19980,14307,15.0,0,0,0,1,0,0,0,1
890,2019,29980,9782,2.0,0,0,0,1,1,0,0,0
891,2019,26980,6584,15.0,0,0,0,1,0,0,0,1
892,2019,24480,13314,2.0,0,0,0,1,1,0,0,0
893,2019,25980,11412,15.0,0,0,0,1,0,0,0,1
894,2019,26000,5046,15.0,0,0,0,1,0,0,0,1
895,2019,23780,14663,15.0,0,0,0,1,0,0,0,1
896,2019,25000,13169,15.0,0,0,0,1,0,0,0,1
897,2019,30980,3254,2.0,0,0,0,1,1,0,0,0
898,2019,29980,6073,2.0,0,0,0,1,1,0,0,0
899,2019,29980,9454,2.0,0,0,0,1,1,0,0,0
900,2020,65980,3999,4.0,0,0,0,1,0,0,0,1
901,2019,28980,10696,15.0,0,0,0,1,0,0,0,1
902,2019,67980,3456,4.0,0,0,0,1,0,0,0,1
903,2019,31980,9,15.0,0,0,0,1,0,0,0,1
904,2019,30980,16,2.0,0,0,0,1,1,0,0,0
905,2020,30980,3999,2.0,0,0,0,1,1,0,0,0
906,2019,29480,11064,2.0,0,0,0,1,1,0,0,0
907,2015,16480,41349,21.0,0,0,0,1,1,0,0,0
908,2019,25980,8999,15.0,0,0,0,1,0,0,0,1
909,2014,15894,33896,21.0,0,0,0,1,1,0,0,0
910,2015,15495,37200,21.0,1,0,0,0,1,0,0,0
911,2019,28780,26075,15.0,0,0,0,1,0,0,0,1
912,2016,18480,25996,21.0,0,0,0,1,1,0,0,0
913,2019,25980,13214,15.0,0,0,0,1,0,0,0,1
914,2019,26980,7721,15.0,0,0,0,1,0,0,0,1
915,2019,25980,13012,15.0,0,0,0,1,0,0,0,1
916,2018,21980,8024,21.0,0,0,0,1,1,0,0,0
917,2019,31480,7524,2.0,0,0,0,1,1,0,0,0
918,2018,22680,7470,2.0,0,0,0,1,1,0,0,0
919,2020,33980,16,2.0,0,0,0,1,1,0,0,0
920,2019,45980,4504,3.0,0,0,0,1,0,0,0,1
921,2019,45980,2010,3.0,0,0,0,1,0,0,0,1
922,2019,20980,15933,15.0,0,0,0,1,0,0,0,1
923,2019,24780,13539,2.0,0,0,0,1,1,0,0,0
924,2019,26780,10340,2.0,0,0,0,1,1,0,0,0
925,2019,20480,14620,15.0,0,0,0,1,0,0,0,1
926,2019,25480,12016,15.0,0,0,0,1,0,0,0,1
927,2015,14000,43927,21.0,0,1,0,0,1,0,0,0
928,2019,25980,12285,15.0,0,0,0,1,0,0,0,1
929,2019,20980,14208,15.0,0,0,0,1,0,0,0,1
930,2019,45980,2617,3.0,0,0,0,1,0,0,0,1
931,2020,38980,3999,3.0,0,0,0,1,0,0,0,1
932,2019,26980,8072,2.0,0,0,0,1,1,0,0,0
933,2019,20480,6459,15.0,0,0,0,1,0,0,0,1
934,2019,27980,7460,2.0,0,0,0,1,1,0,0,0
935,2019,29480,7494,2.0,0,0,0,1,1,0,0,0
936,2019,29480,3999,16.0,0,0,0,1,1,0,0,0
937,2019,27000,3689,16.0,0,0,0,1,1,0,0,0
938,2020,32980,9,2.0,0,0,0,1,1,0,0,0
939,2019,36980,16,2.0,0,0,0,1,1,0,0,0
940,2019,36980,16,2.0,0,0,0,1,1,0,0,0
941,2016,20780,31246,21.0,0,0,0,1,1,0,0,0
942,2019,30980,4957,2.0,0,0,0,1,1,0,0,0
943,2016,18480,14996,21.0,0,0,0,1,1,0,0,0
944,2016,15480,36069,21.0,0,1,0,0,1,0,0,0
945,2017,24995,19500,21.0,1,0,0,0,1,0,0,0
946,2017,23995,14120,21.0,0,0,0,1,1,0,0,0
947,2017,22495,12028,21.0,1,0,0,0,1,0,0,0
948,2016,20500,17410,21.0,0,0,0,1,1,0,0,0
949,2015,14440,30380,21.0,0,0,0,1,1,0,0,0
950,2019,25980,11395,15.0,0,0,0,1,0,0,0,1
951,2019,29000,5937,15.0,0,0,0,1,0,0,0,1
952,2019,28480,11253,2.0,0,0,0,1,1,0,0,0
953,2018,22500,10514,15.0,0,0,0,1,0,0,0,1
954,2018,27500,12234,2.0,0,0,0,1,1,0,0,0
955,2019,20980,13645,2.0,0,0,0,1,1,0,0,0
956,2019,24980,6539,15.0,0,0,0,1,0,0,0,1
957,2019,25980,6206,15.0,0,0,0,1,0,0,0,1
958,2019,28480,2584,2.0,0,0,0,1,0,0,0,1
959,2016,17998,6043,16.0,0,0,0,1,1,0,0,0
960,2016,19698,13115,2.0,0,0,0,1,0,1,0,0
961,2016,18998,26372,2.0,1,0,0,0,0,1,0,0
962,2017,18998,23771,21.0,0,0,0,1,1,0,0,0
963,2016,10998,83786,16.0,0,1,0,0,1,0,0,0
964,2017,18498,48404,2.0,0,0,0,1,0,1,0,0
965,2016,13698,86965,2.0,0,0,0,1,0,1,0,0
966,2017,14698,59038,21.0,0,1,0,0,1,0,0,0
967,2016,13498,32174,21.0,0,1,0,0,1,0,0,0
968,2019,24980,4363,15.0,0,0,0,1,0,0,0,1
969,2019,29980,9109,2.0,0,0,0,1,1,0,0,0
970,2020,30480,16,2.0,0,0,0,1,1,0,0,0
971,2020,30480,16,2.0,0,0,0,1,1,0,0,0
972,2019,30480,249,2.0,0,0,0,1,1,0,0,0
973,2019,31000,13,2.0,0,0,0,1,1,0,0,0
974,2014,11133,61616,21.0,0,0,0,1,1,0,0,0
975,2017,18990,37730,21.0,0,0,0,1,1,0,0,0
