,year,price,mileage,engine_size,Automatic,Manual,Other,Semi-Auto,Diesel,Hybrid,fuel_type_Other,Petrol
976,2017,20995,19750,21.0,0,0,0,1,1,0,0,0
977,2017,46995,24347,4.0,0,0,0,1,0,0,0,1
978,2019,32995,4500,2.0,0,0,0,1,1,0,0,0
979,2017,21495,17442,21.0,0,0,0,1,1,0,0,0
980,2015,17495,33425,21.0,0,0,0,1,1,0,0,0
981,2019,67495,700,4.0,0,0,0,1,0,0,0,1
982,2017,17850,40202,21.0,0,0,0,1,1,0,0,0
983,2016,19170,35620,2.0,1,0,0,0,0,0,0,1
984,2013,23000,43442,62.0,0,0,0,1,0,0,0,1
985,2015,14850,44458,21.0,0,0,0,1,1,0,0,0
986,2019,18998,14006,15.0,0,0,0,1,0,0,0,1
987,2017,19498,46889,2.0,0,0,0,1,0,1,0,0
988,2016,14057,21443,16.0,0,1,0,0,1,0,0,0
989,2017,27995,4495,2.0,1,0,0,0,0,0,0,1
990,2017,24750,14776,2.0,1,0,0,0,0,0,0,1
991,2015,13260,79950,21.0,1,0,0,0,0,1,0,0
992,2018,20990,19650,2.0,0,0,0,1,0,0,0,1
993,2018,18450,30460,21.0,1,0,0,0,1,0,0,0
994,2015,17250,20720,21.0,1,0,0,0,1,0,0,0
995,2015,18610,14750,21.0,1,0,0,0,1,0,0,0
996,2016,18790,25250,2.0,0,0,0,1,0,1,0,0
997,2017,17300,27420,16.0,0,0,0,1,1,0,0,0
998,2015,18498,29817,21.0,0,0,0,1,1,0,0,0
999,2015,15298,59925,2.0,0,0,0,1,0,1,0,0
1000,2016,17400,27036,2.0,1,0,0,0,0,1,0,0
1001,2015,15999,39195,21.0,0,0,0,1,0,1,0,0
1002,2019,28995,5196,2.0,0,0,0,1,1,0,0,0
1003,2020,41999,4999,3.0,0,0,0,1,0,0,0,1
1004,2019,36999,499,15.0,1,0,0,0,0,0,0,1
1005,2019,30500,4999,16.0,1,0,0,0,0,0,0,1
1006,2018,21160,13800,21.0,0,0,0,1,1,0,0,0
1007,2019,26789,4680,15.0,0,0,0,1,0,0,0,1
1008,2014,20495,10,21.0,1,0,0,0,1,0,0,0
1009,2016,29995,33977,3.0,0,0,0,1,0,0,0,1
1010,2017,16495,30807,21.0,0,0,0,1,1,0,0,0
1011,2017,16995,30256,21.0,0,0,0,1,1,0,0,0
1012,2019,39995,9293,3.0,0,0,0,1,0,0,0,1
1013,2020,44995,250,2.0,0,0,0,1,0,0,0,1
1014,2017,23995,33867,21.0,1,0,0,0,1,0,0,0
1015,2015,12999,18766,2.0,0,1,0,0,0,0,0,1
1016,2014,13390,43793,2.0,0,0,0,1,0,0,0,1
1017,2017,18299,8552,2.0,0,0,0,1,0,0,0,1
1018,2014,11000,71892,21.0,0,0,0,1,1,0,0,0
1019,2015,16617,27080,21.0,1,0,0,0,1,0,0,0
1020,2018,22201,22318,21.0,0,0,0,1,1,0,0,0
1021,2016,16999,25448,2.0,1,0,0,0,0,0,0,1
1022,2018,23299,17000,21.0,0,0,0,1,1,0,0,0
1023,2019,31499,2206,2.0,1,0,0,0,1,0,0,0
1024,2019,29950,4951,2.0,1,0,0,0,1,0,0,0
1025,2019,31799,999,15.0,1,0,0,0,0,0,0,1
1026,2014,15990,40997,21.0,1,0,0,0,1,0,0,0
1027,2018,18999,24863,2.0,1,0,0,0,0,0,0,1
1028,2018,22595,14389,21.0,0,0,0,1,1,0,0,0
1029,2014,10290,79216,21.0,0,0,0,1,1,0,0,0
1030,2015,10700,58724,21.0,0,0,0,1,1,0,0,0
1031,2018,23890,8194,2.0,0,0,0,1,1,0,0,0
1032,2017,18481,20179,21.0,1,0,0,0,1,0,0,0
1033,2013,8751,91046,21.0,0,0,0,1,1,0,0,0
1034,2015,11500,42918,2.0,0,1,0,0,0,0,0,1
1035,2017,23999,32688,2.0,1,0,0,0,0,0,0,1
1036,2019,26999,6155,2.0,0,0,0,1,1,0,0,0
1037,2015,14999,42785,21.0,0,1,0,0,1,0,0,0
1038,2017,33499,30968,3.0,0,0,0,1,0,0,0,1
1039,2017,19999,9453,21.0,0,0,0,1,1,0,0,0
1040,2017,20799,40355,2.0,1,0,0,0,0,0,0,1
1041,2019,31999,999,2.0,1,0,0,0,1,0,0,0
1042,2019,31995,999,2.0,1,0,0,0,1,0,0,0
1043,2019,28880,8439,2.0,1,0,0,0,1,0,0,0
1044,2017,15450,36368,21.0,0,0,0,1,1,0,0,0
1045,2019,19995,13071,15.0,1,0,0,0,0,0,0,1
1046,2019,31799,6805,2.0,0,0,0,1,0,0,0,1
1047,2019,23295,15312,2.0,0,0,0,1,1,0,0,0
1048,2017,18358,39413,21.0,1,0,0,0,1,0,0,0
1049,2019,31009,2900,2.0,1,0,0,0,1,0,0,0
1050,2019,29903,1664,2.0,1,0,0,0,1,0,0,0
1051,2019,22995,4374,15.0,0,0,0,1,0,0,0,1
1052,2019,30845,2065,2.0,1,0,0,0,1,0,0,0
1053,2019,46755,168,3.0,1,0,0,0,0,0,0,1
1054,2019,30675,1550,2.0,1,0,0,0,1,0,0,0
1055,2016,16215,43559,21.0,0,0,0,1,1,0,0,0
1056,2019,19394,14203,15.0,0,0,0,1,0,0,0,1
1057,2016,21995,18998,2.0,0,0,0,1,0,0,0,1
1058,2017,19545,32000,21.0,0,0,0,1,1,0,0,0
1059,2017,18750,30000,16.0,0,0,0,1,1,0,0,0
1060,2017,20995,14800,21.0,0,0,0,1,1,0,0,0
1061,2015,16995,15000,21.0,0,1,0,0,1,0,0,0
1062,2017,23890,23479,2.0,0,0,0,1,0,0,0,1
1063,2016,18249,36077,21.0,1,0,0,0,1,0,0,0
1064,2017,22479,30200,21.0,0,0,0,1,1,0,0,0
1065,2019,23825,11135,15.0,1,0,0,0,0,0,0,1
1066,2017,17973,69791,21.0,0,0,0,1,0,1,0,0
1067,2016,16991,28500,21.0,0,0,0,1,1,0,0,0
1068,2019,38596,2055,3.0,0,0,0,1,0,0,0,1
1069,2019,28382,12585,2.0,1,0,0,0,1,0,0,0
1070,2019,24626,14923,2.0,1,0,0,0,1,0,0,0
1071,2019,28896,5044,2.0,1,0,0,0,1,0,0,0
1072,2018,23500,4368,15.0,1,0,0,0,0,0,0,1
1073,2019,26995,12725,15.0,1,0,0,0,0,0,0,1
1074,2018,21500,15922,21.0,1,0,0,0,1,0,0,0
1075,2018,24750,14788,15.0,1,0,0,0,0,0,0,1
1076,2019,31650,7546,2.0,1,0,0,0,0,0,0,1
1077,2017,17750,15500,21.0,1,0,0,0,1,0,0,0
1078,2016,19995,17560,2.0,0,0,0,1,0,0,0,1
1079,2019,26500,6902,15.0,1,0,0,0,0,0,0,1
1080,2017,31692,38545,3.0,1,0,0,0,0,0,0,1
1081,2016,22999,26673,21.0,0,0,0,1,1,0,0,0
1082,2018,26995,11209,2.0,0,0,0,1,1,0,0,0
1083,2017,22995,20362,21.0,1,0,0,0,1,0,0,0
1084,2017,23995,14952,2.0,1,0,0,0,0,0,0,1
1085,2017,20495,12505,21.0,0,0,0,1,1,0,0,0
1086,2016,16495,28304,16.0,0,0,0,1,1,0,0,0
1087,2017,20495,13400,2.0,0,0,0,1,0,0,0,1
1088,2019,31276,5999,2.0,1,0,0,0,0,0,0,1
1089,2018,27832,11847,2.0,1,0,0,0,1,0,0,0
1090,2017,16202,67665,21.0,1,0,0,0,1,0,0,0
1091,2017,16442,58687,21.0,1,0,0,0,1,0,0,0
1092,2019,31650,4216,2.0,1,0,0,0,0,0,0,1
1093,2016,21750,15664,2.0,1,0,0,0,0,0,0,1
1094,2013,8991,47334,21.0,0,0,0,1,1,0,0,0
1095,2017,16491,32434,21.0,0,0,0,1,1,0,0,0
1096,2019,25695,2000,15.0,0,0,0,1,0,0,0,1
1097,2020,29999,100,2.0,0,0,0,1,1,0,0,0
1098,2018,26690,16132,2.0,1,0,0,0,1,0,0,0
1099,2019,25990,13275,2.0,1,0,0,0,1,0,0,0
1100,2015,15849,44012,21.0,0,0,0,1,1,0,0,0
1101,2016,17999,18246,2.0,0,0,0,1,0,0,0,1
1102,2018,19998,11468,2.0,0,0,0,1,0,0,0,1
1103,2015,15990,43120,21.0,1,0,0,0,1,0,0,0
1104,2018,21960,31639,2.0,0,0,0,1,1,0,0,0
1105,2016,16960,21821,21.0,1,0,0,0,1,0,0,0
1106,2015,17441,49910,21.0,0,0,0,1,1,0,0,0
1107,2017,31741,13500,3.0,0,0,0,1,0,0,0,1
1108,2013,9991,66419,16.0,0,0,0,1,0,0,0,1
1109,2019,25122,13852,2.0,0,0,0,1,1,0,0,0
1110,2017,19762,36047,21.0,1,0,0,0,1,0,0,0
1111,2018,23456,26723,21.0,1,0,0,0,1,0,0,0
1112,2019,67940,237,4.0,1,0,0,0,0,0,0,1
1113,2017,27526,15958,3.0,1,0,0,0,0,0,0,1
1114,2015,16122,46522,16.0,0,0,0,1,1,0,0,0
1115,2019,41870,7226,2.0,1,0,0,0,1,0,0,0
1116,2016,22991,9443,2.0,0,0,0,1,0,0,0,1
1117,2017,28672,25048,3.0,1,0,0,0,0,0,0,1
1118,2015,12980,46500,21.0,0,0,0,1,1,0,0,0
1119,2017,20990,26675,21.0,0,0,0,1,1,0,0,0
1120,2018,23990,11387,2.0,1,0,0,0,1,0,0,0
1121,2019,23990,15257,15.0,1,0,0,0,0,0,0,1
1122,2019,23990,14271,15.0,1,0,0,0,0,0,0,1
1123,2019,23290,4693,15.0,1,0,0,0,0,0,0,1
1124,2018,23990,12220,15.0,1,0,0,0,0,0,0,1
1125,2019,28990,17743,2.0,0,0,0,1,1,0,0,0
1126,2018,27990,8400,2.0,1,0,0,0,1,0,0,0
1127,2019,26990,12043,2.0,0,0,0,1,1,0,0,0
1128,2018,25990,12298,15.0,1,0,0,0,0,0,0,1
1129,2019,29990,12986,2.0,1,0,0,0,1,0,0,0
1130,2016,17990,51300,21.0,0,0,0,1,1,0,0,0
1131,2017,17990,19627,2.0,0,0,0,1,0,0,0,1
1132,2017,23290,23183,21.0,1,0,0,0,1,0,0,0
1133,2017,22290,34587,21.0,1,0,0,0,1,0,0,0
1134,2013,9991,39187,16.0,0,1,0,0,0,0,0,1
1135,2016,17991,29446,2.0,1,0,0,0,0,0,0,1
1136,2018,22032,13558,15.0,1,0,0,0,0,0,0,1
1137,2018,28342,10025,2.0,0,0,0,1,0,0,0,1
1138,2018,28752,8786,2.0,0,0,0,1,1,0,0,0
1139,2019,23995,14141,15.0,1,0,0,0,0,0,0,1
1140,2017,18299,36152,2.0,0,0,0,1,0,0,0,1
1141,2019,25499,13896,15.0,0,0,0,1,0,0,0,1
1142,2019,29999,5283,2.0,1,0,0,0,1,0,0,0
1143,2019,26999,3218,16.0,0,0,0,1,1,0,0,0
1144,2019,30499,11159,2.0,0,0,0,1,1,0,0,0
1145,2019,25799,7508,2.0,1,0,0,0,1,0,0,0
1146,2017,18999,9198,2.0,0,0,0,1,0,0,0,1
1147,2019,31299,4233,2.0,0,0,0,1,1,0,0,0
1148,2019,25390,7945,16.0,0,0,0,1,0,0,0,1
1149,2019,24290,5542,16.0,0,0,0,1,0,0,0,1
1150,2019,35991,5376,3.0,1,0,0,0,0,0,0,1
1151,2019,35791,2910,2.0,1,0,0,0,1,0,0,0
1152,2018,26492,28801,21.0,0,0,0,1,1,0,0,0
1153,2020,33991,1000,2.0,0,0,0,1,1,0,0,0
1154,2020,40991,1000,2.0,0,0,0,1,1,0,0,0
1155,2020,34991,1000,2.0,0,0,0,1,0,0,0,1
1156,2015,18736,27276,2.0,0,0,0,1,0,0,0,1
1157,2019,30492,3592,2.0,1,0,0,0,0,0,0,1
1158,2019,27616,5111,2.0,1,0,0,0,0,0,0,1
1159,2016,14441,49101,2.0,0,0,0,1,0,0,0,1
1160,2019,26396,2638,15.0,1,0,0,0,0,0,0,1
1161,2016,21502,17109,21.0,0,0,0,1,1,0,0,0
1162,2016,25932,24420,2.0,0,0,0,1,0,0,0,1
1163,2017,32552,22914,3.0,0,0,0,1,0,0,0,1
1164,2019,31499,3010,2.0,1,0,0,0,1,0,0,0
1165,2019,21749,5184,15.0,1,0,0,0,0,0,0,1
1166,2019,28995,4505,2.0,1,0,0,0,1,0,0,0
1167,2018,19995,2077,16.0,1,0,0,0,1,0,0,0
1168,2019,36995,100,15.0,1,0,0,0,0,0,0,1
1169,2019,37250,3147,2.0,1,0,0,0,1,0,0,0
1170,2016,16750,24909,16.0,1,0,0,0,1,0,0,0
1171,2018,23995,14876,2.0,1,0,0,0,0,0,0,1
1172,2017,20490,50232,21.0,0,0,0,1,1,0,0,0
1173,2019,48990,800,3.0,0,0,0,1,0,0,0,1
1174,2019,32490,2600,2.0,1,0,0,0,1,0,0,0
1175,2020,33990,100,2.0,0,0,0,1,1,0,0,0
1176,2019,28990,5000,16.0,1,0,0,0,0,0,0,1
1177,2019,46390,2750,3.0,1,0,0,0,0,0,0,1
1178,2019,37990,2750,2.0,1,0,0,0,1,0,0,0
1179,2019,31990,100,2.0,1,0,0,0,1,0,0,0
1180,2016,17590,13020,2.0,1,0,0,0,0,0,0,1
1181,2016,17750,22090,21.0,0,0,0,1,1,0,0,0
1182,2017,16860,33964,21.0,0,0,0,1,1,0,0,0
1183,2015,13100,63955,21.0,1,0,0,0,1,0,0,0
1184,2016,19000,37956,2.0,0,0,0,1,0,1,0,0
1185,2017,23000,17125,2.0,0,0,0,1,0,0,0,1
1186,2018,19995,43288,21.0,0,0,0,1,1,0,0,0
1187,2017,19000,20070,21.0,0,0,0,1,1,0,0,0
1188,2016,18790,25441,2.0,0,0,0,1,0,1,0,0
1189,2018,18700,28629,21.0,1,0,0,0,1,0,0,0
1190,2019,31999,4999,2.0,1,0,0,0,1,0,0,0
1191,2019,30999,4999,15.0,1,0,0,0,0,0,0,1
1192,2019,32495,4999,2.0,1,0,0,0,1,0,0,0
1193,2019,32499,2767,2.0,1,0,0,0,1,0,0,0
1194,2019,38999,4300,3.0,1,0,0,0,0,0,0,1
1195,2019,28799,3489,16.0,1,0,0,0,0,0,0,1
1196,2017,22995,38471,21.0,0,0,0,1,1,0,0,0
1197,2019,24999,14822,15.0,0,0,0,1,0,0,0,1
1198,2019,24999,11574,15.0,1,0,0,0,0,0,0,1
1199,2017,23295,25876,21.0,1,0,0,0,1,0,0,0
1200,2019,31995,7992,2.0,0,0,0,1,1,0,0,0
1201,2019,28999,6700,2.0,0,0,0,1,1,0,0,0
1202,2016,21133,46080,21.0,0,0,0,1,1,0,0,0
1203,2019,31990,20,15.0,1,0,0,0,0,0,0,1
1204,2019,34790,3000,2.0,1,0,0,0,1,0,0,0
1205,2019,23499,14651,15.0,1,0,0,0,0,0,0,1
1206,2018,27991,5386,21.0,0,0,0,1,1,0,0,0
1207,2019,36791,6664,2.0,1,0,0,0,1,0,0,0
1208,2019,33790,6325,15.0,1,0,0,0,0,0,0,1
1209,2019,39790,3700,2.0,1,0,0,0,1,0,0,0
1210,2019,36791,1765,15.0,1,0,0,0,0,0,0,1
1211,2016,21991,26483,21.0,0,0,0,1,1,0,0,0
1212,2019,23410,10218,15.0,0,0,0,1,0,0,0,1
1213,2019,23250,9169,15.0,0,0,0,1,0,0,0,1
1214,2020,39991,1173,2.0,0,0,0,1,1,0,0,0
1215,2017,22052,13567,21.0,1,0,0,0,1,0,0,0
1216,2017,22495,13919,21.0,0,0,0,1,1,0,0,0
1217,2019,25995,7868,16.0,0,0,0,1,1,0,0,0
1218,2019,23900,14755,15.0,0,0,0,1,0,0,0,1
1219,2019,29900,1342,2.0,0,0,0,1,0,0,0,1
1220,2019,39400,11838,3.0,0,0,0,1,0,0,0,1
1221,2019,27400,11723,2.0,0,0,0,1,1,0,0,0
1222,2019,32900,3579,2.0,0,0,0,1,0,0,0,1
1223,2020,34900,3478,2.0,0,0,0,1,0,0,0,1
1224,2016,15900,9870,16.0,0,1,0,0,1,0,0,0
1225,2018,20690,15900,2.0,0,0,0,1,0,0,0,1
1226,2019,29775,5059,2.0,0,0,0,1,1,0,0,0
1227,2019,22956,13002,2.0,1,0,0,0,1,0,0,0
1228,2019,27992,12838,2.0,0,0,0,1,1,0,0,0
1229,2019,25316,12695,15.0,0,0,0,1,0,0,0,1
1230,2019,27086,5578,16.0,0,0,0,1,1,0,0,0
1231,2019,27776,6389,2.0,0,0,0,1,1,0,0,0
1232,2017,18491,18390,2.0,0,0,0,1,0,0,0,1
1233,2019,30181,1786,2.0,1,0,0,0,1,0,0,0
1234,2018,23480,7351,2.0,1,0,0,0,0,0,0,1
1235,2019,22678,15133,2.0,1,0,0,0,1,0,0,0
1236,2019,29480,3299,2.0,0,0,0,1,0,0,0,1
1237,2018,24546,12397,21.0,1,0,0,0,1,0,0,0
1238,2019,24295,6063,15.0,1,0,0,0,0,0,0,1
1239,2017,19995,43000,21.0,0,0,0,1,1,0,0,0
1240,2017,22995,20000,21.0,0,0,0,1,1,0,0,0
1241,2019,26076,4510,2.0,0,0,0,1,1,0,0,0
1242,2018,27872,14157,2.0,0,0,0,1,1,0,0,0
1243,2018,21342,6721,15.0,0,0,0,1,0,0,0,1
1244,2019,25980,9156,2.0,0,0,0,1,1,0,0,0
1245,2019,26280,11923,2.0,0,0,0,1,1,0,0,0
1246,2019,26795,22000,2.0,0,0,0,1,1,0,0,0
1247,2020,33995,30,2.0,0,0,0,1,1,0,0,0
1248,2019,25400,14682,15.0,0,0,0,1,0,0,0,1
1249,2019,22900,21481,15.0,0,0,0,1,0,0,0,1
1250,2020,33400,213,2.0,0,0,0,1,1,0,0,0
1251,2019,28900,1416,2.0,0,0,0,1,0,0,0,1
1252,2018,22900,23831,21.0,0,0,0,1,1,0,0,0
1253,2019,29995,6828,2.0,0,0,0,1,0,0,0,1
1254,2019,30910,11810,2.0,0,0,0,1,1,0,0,0
1255,2017,20991,26000,21.0,0,0,0,1,0,1,0,0
1256,2017,24132,12586,21.0,0,0,0,1,1,0,0,0
1257,2019,36991,3498,2.0,1,0,0,0,1,0,0,0
1258,2019,28706,1808,16.0,0,0,0,1,1,0,0,0
1259,2017,25402,16212,2.0,0,0,0,1,0,0,0,1
1260,2015,22402,21123,21.0,0,0,0,1,1,0,0,0
1261,2017,23952,20142,21.0,1,0,0,0,1,0,0,0
1262,2016,17443,55877,21.0,0,0,0,1,1,0,0,0
1263,2018,18700,26765,21.0,0,0,0,1,1,0,0,0
1264,2019,25446,16281,15.0,1,0,0,0,0,0,0,1
1265,2019,22444,5526,15.0,1,0,0,0,0,0,0,1
1266,2016,31342,34587,3.0,1,0,0,0,0,0,0,1
1267,2017,23056,23378,21.0,1,0,0,0,1,0,0,0
1268,2015,16732,33350,21.0,1,0,0,0,1,0,0,0
1269,2018,22805,11259,21.0,1,0,0,0,1,0,0,0
1270,2017,21700,23114,21.0,0,0,0,1,1,0,0,0
1271,2016,30480,51218,4.0,0,0,0,1,0,0,0,1
1272,2020,47980,4462,3.0,0,0,0,1,0,0,0,1
1273,2018,22498,3900,21.0,0,0,0,1,1,0,0,0
1274,2016,16452,69564,21.0,0,0,0,1,1,0,0,0
1275,2018,23781,25111,2.0,0,0,0,1,0,0,0,1
1276,2015,19995,39000,21.0,0,0,0,1,1,0,0,0
1277,2018,34995,8294,3.0,0,0,0,1,0,0,0,1
1278,2017,43082,16386,4.0,1,0,0,0,0,0,0,1
1279,2017,19000,20070,21.0,0,0,0,1,1,0,0,0
1280,2014,12900,24600,16.0,0,0,0,1,0,0,0,1
1281,2017,21998,15935,21.0,0,0,0,1,1,0,0,0
1282,2019,26998,6926,2.0,0,0,0,1,1,0,0,0
1283,2014,14498,49152,21.0,0,0,0,1,1,0,0,0
1284,2015,17998,24209,21.0,0,0,0,1,1,0,0,0
1285,2017,18298,38195,21.0,0,0,0,1,1,0,0,0
1286,2016,19998,34850,2.0,0,0,0,1,0,1,0,0
1287,2018,16498,27342,21.0,0,0,0,1,1,0,0,0
1288,2017,37946,24711,4.0,1,0,0,0,0,0,0,1
1289,2016,13412,54546,2.0,0,0,0,1,0,0,0,1
1290,2017,22597,23366,21.0,0,0,0,1,1,0,0,0
1291,2015,16270,38444,2.0,1,0,0,0,0,0,0,1
1292,2017,22162,48142,21.0,0,0,0,1,1,0,0,0
1293,2017,17681,16607,2.0,0,0,0,1,0,0,0,1
1294,2017,33322,32376,4.0,0,0,0,1,0,0,0,1
1295,2019,26356,4128,2.0,0,0,0,1,1,0,0,0
1296,2014,14990,57499,21.0,0,0,0,1,1,0,0,0
1297,2015,14490,51866,21.0,0,0,0,1,1,0,0,0
1298,2016,13680,40880,16.0,0,1,0,0,1,0,0,0
1299,2019,23490,14833,2.0,0,0,0,1,1,0,0,0
1300,2017,20990,30447,21.0,0,0,0,1,1,0,0,0
1301,2018,20490,11773,2.0,0,0,0,1,0,0,0,1
1302,2017,18990,41935,21.0,0,0,0,1,1,0,0,0
1303,2019,24490,6247,2.0,0,0,0,1,1,0,0,0
1304,2016,20990,14704,2.0,0,0,0,1,0,0,0,1
1305,2019,31890,1499,2.0,1,0,0,0,0,0,0,1
1306,2019,29890,1499,16.0,1,0,0,0,1,0,0,0
1307,2019,33490,2440,2.0,0,0,0,1,1,0,0,0
1308,2016,24950,17635,21.0,0,0,0,1,1,0,0,0
1309,2017,23450,18199,21.0,1,0,0,0,1,0,0,0
1310,2016,19440,29409,2.0,0,0,0,1,0,1,0,0
1311,2017,19945,16425,16.0,0,0,0,1,1,0,0,0
1312,2019,34255,2088,2.0,0,0,0,1,0,0,0,1
1313,2019,26750,2591,15.0,1,0,0,0,0,0,0,1
1314,2019,29450,7275,2.0,1,0,0,0,1,0,0,0
1315,2016,11525,61633,2.0,0,1,0,0,0,0,0,1
1316,2019,23254,12605,2.0,1,0,0,0,1,0,0,0
1317,2017,20495,26367,2.0,1,0,0,0,0,0,0,1
1318,2015,17435,33384,21.0,1,0,0,0,1,0,0,0
1319,2016,23060,27830,21.0,0,0,0,1,1,0,0,0
1320,2016,18498,30490,2.0,0,0,0,1,0,1,0,0
1321,2016,14998,66732,21.0,0,0,0,1,0,1,0,0
1322,2016,15495,72676,2.0,1,0,0,0,0,1,0,0
1323,2013,11900,33925,16.0,0,0,0,1,0,0,0,1
1324,2019,44000,3999,3.0,0,0,0,1,0,0,0,1
1325,2019,30500,2105,2.0,0,0,0,1,1,0,0,0
1326,2016,17450,21875,16.0,0,0,0,1,1,0,0,0
1327,2016,10749,91751,21.0,0,1,0,0,1,0,0,0
1328,2015,13999,42407,21.0,0,1,0,0,1,0,0,0
1329,2019,28480,1998,16.0,0,0,0,1,1,0,0,0
1330,2019,28480,1998,15.0,0,0,0,1,0,0,0,1
1331,2019,29480,1998,15.0,0,0,0,1,0,0,0,1
1332,2019,26480,15006,2.0,0,0,0,1,1,0,0,0
1333,2019,25980,12436,15.0,0,0,0,1,0,0,0,1
1334,2019,26980,11423,2.0,0,0,0,1,1,0,0,0
1335,2019,25980,12810,15.0,0,0,0,1,0,0,0,1
1336,2018,19980,26119,21.0,0,0,0,1,1,0,0,0
1337,2019,27980,4833,16.0,0,0,0,1,1,0,0,0
1338,2018,24600,8223,21.0,0,0,0,1,1,0,0,0
1339,2019,23480,14402,2.0,0,0,0,1,1,0,0,0
1340,2016,16690,14314,16.0,0,0,0,1,1,0,0,0
1341,2019,23799,5762,15.0,1,0,0,0,0,0,0,1
1342,2018,21299,5628,21.0,0,0,0,1,1,0,0,0
1343,2017,19795,21000,21.0,0,0,0,1,1,0,0,0
1344,2017,19995,36814,2.0,0,0,0,1,0,0,0,1
1345,2016,15429,50446,16.0,0,0,0,1,1,0,0,0
1346,2019,29495,4999,2.0,1,0,0,0,1,0,0,0
1347,2016,21995,13457,21.0,0,0,0,1,1,0,0,0
1348,2019,26995,6447,2.0,0,0,0,1,1,0,0,0
1349,2014,16999,33593,21.0,0,0,0,1,1,0,0,0
1350,2015,18799,37890,21.0,0,0,0,1,1,0,0,0
1351,2014,13490,68422,21.0,0,0,0,1,1,0,0,0
1352,2013,9990,41842,21.0,0,0,0,1,1,0,0,0
1353,2017,18490,46430,21.0,0,0,0,1,1,0,0,0
1354,2013,9990,41841,21.0,0,0,0,1,1,0,0,0
1355,2014,13490,68422,21.0,0,0,0,1,1,0,0,0
1356,2019,40000,4504,3.0,0,0,0,1,0,0,0,1
1357,2019,29980,1998,15.0,0,0,0,1,0,0,0,1
1358,2019,24680,10795,15.0,0,0,0,1,0,0,0,1
1359,2019,20980,13253,2.0,0,0,0,1,1,0,0,0
1360,2019,27000,7721,2.0,0,0,0,1,0,0,0,1
1361,2019,22980,7442,15.0,0,0,0,1,0,0,0,1
1362,2018,33980,13983,3.0,0,0,0,1,0,0,0,1
1363,2017,14690,41814,16.0,0,1,0,0,1,0,0,0
1364,2019,29496,6052,2.0,1,0,0,0,1,0,0,0
1365,2019,23995,10441,15.0,0,0,0,1,0,0,0,1
1366,2019,25799,2177,15.0,1,0,0,0,0,0,0,1
1367,2019,30899,860,15.0,1,0,0,0,0,0,0,1
1368,2019,28499,2646,15.0,1,0,0,0,0,0,0,1
1369,2019,29499,1676,2.0,1,0,0,0,1,0,0,0
1370,2019,30799,1812,15.0,1,0,0,0,0,0,0,1
1371,2019,31999,1097,2.0,1,0,0,0,1,0,0,0
1372,2019,26599,1566,16.0,1,0,0,0,1,0,0,0
1373,2019,31999,5110,2.0,0,0,0,1,0,0,0,1
1374,2019,28299,1142,2.0,1,0,0,0,0,0,0,1
1375,2019,28000,584,2.0,1,0,0,0,1,0,0,0
1376,2019,27000,1196,15.0,1,0,0,0,0,0,0,1
1377,2020,31480,19,2.0,0,0,0,1,1,0,0,0
1378,2020,30480,1989,2.0,0,0,0,1,1,0,0,0
1379,2019,41500,2317,3.0,0,0,0,1,0,0,0,1
1380,2019,44480,1752,3.0,0,0,0,1,0,0,0,1
1381,2016,17980,39025,2.0,0,0,0,1,0,0,0,1
1382,2017,17480,38546,21.0,0,0,0,1,1,0,0,0
1383,2018,19980,3891,15.0,0,0,0,1,0,0,0,1
1384,2017,19480,16419,21.0,0,0,0,1,1,0,0,0
1385,2017,19680,16852,21.0,0,0,0,1,1,0,0,0
1386,2017,19280,43855,21.0,0,0,0,1,1,0,0,0
1387,2017,22480,19560,21.0,0,0,0,1,1,0,0,0
1388,2019,22980,16302,15.0,0,0,0,1,0,0,0,1
1389,2019,23480,10934,15.0,0,0,0,1,0,0,0,1
1390,2019,19980,14379,15.0,0,0,0,1,0,0,0,1
1391,2020,42980,3999,3.0,0,0,0,1,0,0,0,1
1392,2019,19980,14285,15.0,0,0,0,1,0,0,0,1
1393,2019,29999,5276,2.0,0,0,0,1,1,0,0,0
1394,2019,26479,7578,15.0,0,0,0,1,0,0,0,1
1395,2019,19980,13936,15.0,0,0,0,1,0,0,0,1
1396,2018,19480,15096,2.0,0,0,0,1,1,0,0,0
1397,2019,24980,4737,15.0,0,0,0,1,0,0,0,1
1398,2019,24980,6894,15.0,0,0,0,1,0,0,0,1
1399,2016,34380,15554,3.0,0,0,0,1,0,0,0,1
1400,2018,25280,4944,21.0,1,0,0,0,1,0,0,0
1401,2019,30000,9062,2.0,0,0,0,1,1,0,0,0
1402,2019,24980,7811,15.0,1,0,0,0,0,0,0,1
1403,2016,18480,25845,21.0,1,0,0,0,1,0,0,0
1404,2016,17280,44335,21.0,0,0,0,1,1,0,0,0
1405,2019,19980,14203,15.0,0,0,0,1,0,0,0,1
1406,2019,28980,9477,2.0,0,0,0,1,1,0,0,0
1407,2019,22280,19358,2.0,0,0,0,1,1,0,0,0
1408,2019,26480,13708,2.0,0,0,0,1,1,0,0,0
1409,2019,26480,14636,2.0,0,0,0,1,1,0,0,0
1410,2019,25980,14284,2.0,0,0,0,1,1,0,0,0
1411,2019,26980,9477,2.0,0,0,0,1,1,0,0,0
1412,2019,25780,16900,15.0,0,0,0,1,0,0,0,1
